family,stratum,score8,score16,mean_error,candidate
murray_tree,0,0.046076285874726314,0.04213210948132112,0.05787445016158742,"[('in1', 'in11'), ('in01', 'out3'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,0,0.04640259577957317,0.04656350605313281,0.05922247135206195,"[('in', 'in0'), ('in', 'in1'), ('in00', 'out0'), ('in01', 'out2')]"
murray_tree,0,0.06960976521779724,0.06817586424853664,0.05852913919848977,"[('in1', 'in10'), ('in10', 'out4'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,0,0.04785144910855,0.04814346445208194,0.06263758741966848,"[('in00', 'out1'), ('in01', 'out2'), ('in10', 'out4'), ('in10', 'out5')]"
murray_tree,0,0.04945780493958703,0.04859379435493415,0.05305573363403826,"[('in', 'in1'), ('in0', 'in00'), ('in0', 'in01'), ('in10', 'out4')]"
murray_tree,0,0.07076075549572908,0.07112567534951562,0.05935219381166048,"[('in1', 'in10'), ('in01', 'out2'), ('in10', 'out4'), ('in10', 'out5')]"
murray_tree,0,0.06960976521779726,0.06817586424853664,0.06019694959244469,"[('in0', 'in00'), ('in00', 'out0'), ('in00', 'out1'), ('in01', 'out3')]"
murray_tree,0,0.07362616345923481,0.07112567534951561,0.05946492748590062,"[('in0', 'in00'), ('in00', 'out0'), ('in00', 'out1'), ('in10', 'out4')]"
murray_tree,1,0.04190978839169391,0.04213210948132112,0.06227802235035316,"[('in0', 'in01'), ('in00', 'out1'), ('in01', 'out2'), ('in11', 'out6')]"
murray_tree,1,0.0419097883916939,0.04213210948132113,0.060808762650402304,"[('in0', 'in01'), ('in00', 'out1'), ('in01', 'out2'), ('in10', 'out4')]"
murray_tree,1,0.045682763261174396,0.04608129979330551,0.060613836352004034,"[('in00', 'out1'), ('in10', 'out4'), ('in11', 'out6'), ('in11', 'out7')]"
murray_tree,1,0.041456301188952216,0.04004739702130508,0.06092438772666621,"[('in0', 'in01'), ('in1', 'in10'), ('in00', 'out1'), ('in10', 'out5')]"
murray_tree,1,0.04114647224956676,0.04213210948132112,0.059667245158734464,"[('in1', 'in10'), ('in01', 'out2'), ('in10', 'out4'), ('in11', 'out7')]"
murray_tree,1,0.041456301188952244,0.040047397021305095,0.05770455649370313,"[('in0', 'in01'), ('in1', 'in10'), ('in00', 'out1'), ('in10', 'out4')]"
murray_tree,1,0.04045471988801315,0.03989109288877158,0.05957995631720855,"[('in0', 'in01'), ('in1', 'in11'), ('in10', 'out5'), ('in11', 'out7')]"
murray_tree,1,0.04045471988801316,0.03989109288877159,0.05472323472342926,"[('in0', 'in00'), ('in1', 'in11'), ('in10', 'out4'), ('in11', 'out7')]"
murray_tree,1,0.040431901412306494,0.04093554860995816,0.058607498071465,"[('in0', 'in01'), ('in01', 'out2'), ('in10', 'out4'), ('in10', 'out5')]"
murray_tree,1,0.04145630118895223,0.04004739702130506,0.05497089138062959,"[('in0', 'in00'), ('in1', 'in11'), ('in01', 'out2'), ('in11', 'out7')]"
murray_tree,1,0.04568276326117441,0.046081299793305525,0.06161418541859319,"[('in00', 'out1'), ('in01', 'out2'), ('in01', 'out3'), ('in11', 'out6')]"
murray_tree,1,0.04091980360498207,0.041562282652526775,0.056263569159567414,"[('in0', 'in00'), ('in10', 'out4'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,1,0.04568276326117441,0.04608129979330552,0.05909697817493333,"[('in00', 'out0'), ('in01', 'out2'), ('in01', 'out3'), ('in11', 'out6')]"
murray_tree,1,0.04132617450859578,0.03928845909848931,0.0570548326014362,"[('in0', 'in01'), ('in1', 'in11'), ('in01', 'out2'), ('in11', 'out6')]"
murray_tree,1,0.04132617450859577,0.03928845909848932,0.057905181619070864,"[('in0', 'in01'), ('in1', 'in11'), ('in01', 'out3'), ('in11', 'out7')]"
murray_tree,1,0.04114647224956675,0.04213210948132112,0.05697895801402364,"[('in1', 'in10'), ('in00', 'out0'), ('in10', 'out4'), ('in11', 'out6')]"
murray_tree,1,0.041226901473574065,0.04183098340690198,0.05708131695566685,"[('in1', 'in10'), ('in00', 'out0'), ('in00', 'out1'), ('in11', 'out6')]"
murray_tree,1,0.045682763261174396,0.04608129979330552,0.058978562516572255,"[('in00', 'out0'), ('in10', 'out5'), ('in11', 'out6'), ('in11', 'out7')]"
murray_tree,1,0.041146472249566766,0.04213210948132113,0.06296429698607009,"[('in1', 'in10'), ('in00', 'out1'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,1,0.0419097883916939,0.04213210948132113,0.058552607919937626,"[('in0', 'in01'), ('in00', 'out0'), ('in01', 'out2'), ('in10', 'out4')]"
murray_tree,2,0.03281595884819763,0.03216937232345185,0.05912960317703435,"[('in', 'in1'), ('in01', 'out2'), ('in10', 'out4'), ('in11', 'out6')]"
murray_tree,2,0.03944949514271316,0.04004328391101211,0.05717901469848791,"[('in0', 'in01'), ('in1', 'in11'), ('in00', 'out1'), ('in10', 'out4')]"
murray_tree,2,0.031831203314505396,0.03216937232345185,0.061507494038687105,"[('in', 'in0'), ('in00', 'out0'), ('in01', 'out2'), ('in10', 'out5')]"
murray_tree,2,0.032777403702999086,0.03200389359059714,0.05576990601463615,"[('in', 'in1'), ('in00', 'out0'), ('in01', 'out3'), ('in10', 'out4')]"
murray_tree,2,0.03805022324328238,0.03686835523482864,0.054372848491581326,"[('in', 'in0'), ('in', 'in1'), ('in0', 'in00'), ('in10', 'out4')]"
murray_tree,2,0.03805022324328238,0.036868355234828655,0.05652778321688119,"[('in', 'in0'), ('in', 'in1'), ('in0', 'in00'), ('in11', 'out7')]"
murray_tree,2,0.039390151572701496,0.03989109288877156,0.058464096474201144,"[('in0', 'in01'), ('in1', 'in10'), ('in10', 'out5'), ('in11', 'out6')]"
murray_tree,2,0.034220627447792265,0.03303756560570368,0.05527143815859039,"[('in', 'in0'), ('in', 'in1'), ('in0', 'in00'), ('in01', 'out3')]"
murray_tree,2,0.03422062744779226,0.03303756560570368,0.05607692388687817,"[('in', 'in0'), ('in', 'in1'), ('in0', 'in01'), ('in00', 'out0')]"
